epoch_idx,grad_norm,explained_variance,fps,value_loss,P01:episode_rewards,policy_entropy,advantage_norm,P09:episode_rewards,episode_length,PMM:episode_rewards,frames,policy_loss
537,0.8136719291031459,0.6869661456346512,279,0.045278150993399324,45.900000000000006,1.0288481509685516,2.337316251993179,215.10000000000002,1366.37,113.53,4296000,-0.020499920539441517
538,1.0196063152249584,0.6235245460271835,279,0.07010638466104865,48.9,0.9956241828203202,2.861883602142334,216.40000000000003,1378.24,117.66,4304000,-0.015079860155819915
539,1.1649588320222608,0.5981415420770645,279,0.07814782745670527,51.7,1.0121906524896622,3.0238744974136353,229.3,1403.67,122.68,4312000,-0.022339917137105657
540,0.9643333935079608,0.7178794777393341,279,0.06135796946939081,54.7,0.9987700843811035,2.5404030513763427,220.9000000000001,1408.21,122.8,4320000,-0.005431186999630882
541,1.1260512614567402,0.7351946794986725,279,0.07454976466950029,54.7,1.001588985323906,3.0451942145824433,221.2000000000001,1417.31,124.47,4328000,-0.03128235748852603
542,1.1421564598052043,0.6690419489145278,279,0.07526059418451041,48.9,1.0219749009609223,2.925845806002617,232.70000000000005,1383.08,121.9,4336000,-0.03130761701206211
543,1.054442003825737,0.5813709276914597,279,0.06846572570968419,47.7,1.0215926742553711,2.8244044440984726,240.2000000000001,1367.75,120.49,4344000,-0.019395901141688227
544,0.8425091458801927,0.6280483168363571,279,0.048138324366882444,47.7,1.0183667755126953,2.3970230835676194,232.70000000000005,1349.32,116.47,4352000,-0.015198475425131619
545,0.8858100034963262,0.6089700812101364,279,0.04909762584604323,47.7,1.0125606447458266,2.4519916582107544,240.2000000000001,1345.24,116.89,4360000,-0.01958417262736475
546,1.1047852798290045,0.5577237093448639,279,0.08107733070384711,47.7,0.9871051752567291,2.9174164438247683,221.2000000000001,1348.02,115.74,4368000,-0.028629658069403378
547,1.0167384815381904,0.5483986324071884,279,0.0662994812708348,53.800000000000004,0.9960953998565674,2.800516541004181,226.60000000000005,1376.7,119.31,4376000,-0.007721600290533388
548,1.0713951029935695,0.6302822709083558,279,0.07006563206668943,51.6,1.0301191627979278,2.832385810613632,232.60000000000005,1375.7,121.22,4384000,-0.023099596998945343
549,1.2872717640461289,0.6140974271297455,279,0.09475978070870042,54.900000000000006,1.0412320256233216,3.327257351279259,240.2000000000001,1393.26,128.23,4392000,-0.014494204018847085
550,1.258182967123758,0.7025428634881973,279,0.09877706686034798,57.699999999999996,0.9874742126464844,3.3445205187797544,252.1000000000001,1380.28,129.68,4400000,-0.016173015279055108
551,0.8184519549011072,0.6282001239061356,279,0.04923530722502619,58.0,1.0208141618967057,2.4199874997138977,252.1000000000001,1380.48,131.39,4408000,-0.016591812776750883
552,0.8001834871623786,0.6388516092300415,279,0.055357648003846405,57.699999999999996,1.022849782705307,2.494780262708664,252.1000000000001,1366.49,130.57,4416000,-0.0188851725924178
553,0.9525800166533539,0.5932718986272811,279,0.06809131472371519,58.0,1.0314509975910187,2.8274282950162886,252.1000000000001,1374.38,132.64,4424000,-0.018443938280688597
554,1.1100135027013691,0.596645131111145,279,0.1102126835891977,58.900000000000006,1.0408798050880432,3.150939471721649,262.20000000000005,1393.72,135.9,4432000,-0.011494438347581308
555,0.9985811448023793,0.6486542963981629,279,0.07506831893231719,58.0,1.0163942939043045,2.8155326575040815,264.80000000000007,1385.56,136.1,4440000,-0.016403455614472477
556,0.9125445878659417,0.6408904403448105,279,0.07120467328932137,58.0,1.0219572138786317,2.8340465092658995,252.1000000000001,1373.36,133.56,4448000,-0.017129986021609513
557,0.703946134097255,0.6932221877574921,279,0.040895049595274034,57.9,1.0052144837379455,2.140537355542183,252.1000000000001,1365.74,132.87,4456000,-0.011138154794934962
558,0.9134203397874753,0.622248479127884,279,0.061342278164811435,57.9,0.9855719262361526,2.6640122759342195,247.40000000000003,1369.01,131.38,4464000,-0.02852134372515138
559,1.69543206789798,0.7034563905000687,279,0.15862449119798838,58.0,0.9993213677406311,3.9752498733997346,252.1000000000001,1394.63,134.75,4472000,-0.025433157763036434
560,1.4006917297922883,0.7010610669851303,279,0.13582129837945103,58.900000000000006,0.9907324546575547,3.517809535264969,266.20000000000005,1417.6,141.15,4480000,-0.007498021993815201
561,0.9553247750854413,0.6498400974273681,279,0.06467266104184091,61.800000000000004,1.0154756355285643,2.639414494633675,266.20000000000005,1422.44,142.9,4488000,-0.02379146996419877
562,0.8921275076860365,0.618417506814003,279,0.06322448764927685,61.7,1.004984700679779,2.718507145643234,266.20000000000005,1422.12,142.42,4496000,-0.00812322138226591
563,1.2556138838721937,0.6092995172739029,279,0.11009410121943802,59.0,1.0097536092996597,3.3638856160640715,266.20000000000005,1412.67,140.33,4504000,-0.038019237255793994
564,0.8011000705988696,0.6678511691093445,279,0.04756756672170013,57.0,1.0188473427295686,2.3536284124851226,268.6,1388.23,137.96,4512000,-0.018343856357860205
565,0.8943022655769616,0.5917106992006302,279,0.051899241735227405,56.6,1.0056681692600251,2.5201073610782623,268.6,1383.43,135.35,4520000,-0.009261385252466425
566,1.0783582275954104,0.5859544557332993,279,0.10165611737873405,57.0,0.9938136494159698,3.143750918507576,252.50000000000014,1390.37,132.54,4528000,-0.02060259909601882
567,1.1615176462350718,0.6417804712057114,279,0.09181837397161871,56.9,1.0008694404363632,2.92480198264122,252.50000000000014,1399.05,131.5,4536000,-0.014267956480180146
568,1.2192568021106924,0.6489790958166123,279,0.09664436340797693,55.7,1.0144140946865081,3.3539737451076506,266.20000000000005,1408.3,132.65,4544000,-0.007631137879798189
569,0.863412527466936,0.6030456376075745,279,0.06727123545948416,55.7,1.0416998314857482,2.7314491772651674,269.2000000000001,1412.35,134.68,4552000,-0.025273749448679154
570,1.6310771701346791,0.5835264420509338,279,0.12390182272531092,56.9,1.0590700697898865,3.508111298084259,269.2000000000001,1412.45,137.49,4560000,-0.037414745975547704
571,1.0444382329059765,0.6429129540920258,279,0.0758355997595936,55.7,1.0428567045927049,2.84007233440876,276.40000000000003,1418.43,138.47,4568000,-0.019446056553861127
572,1.0049463966953625,0.5797090619802475,279,0.05733963118866086,55.7,1.017024165391922,2.552637603878975,266.20000000000005,1419.99,135.63,4576000,-0.027030047148437007
573,0.8465033257260468,0.6328295063972473,279,0.054217902114614844,56.9,1.0111902499198913,2.4965326941013335,255.2000000000001,1425.23,134.69,4584000,-0.01756481571123004
574,1.0827314204386191,0.6388868248462677,279,0.07166967052035034,56.9,1.0070307159423828,2.8233347219228744,255.2000000000001,1426.61,134.88,4592000,-0.016441095252985177
575,1.4029304754910692,0.5960239690542221,279,0.1075891179498285,57.0,1.0036122196912765,3.7030761647224426,276.80000000000007,1425.09,138.95,4600000,-0.0248687011632137
576,0.927906532102576,0.6415647214651108,279,0.06314090939704328,57.0,0.972921923995018,2.6565492683649063,267.0000000000001,1404.32,136.6,4608000,-0.00961253179819323
577,0.9789847953519234,0.605721275806427,279,0.06835037331096828,56.9,1.0272708076238632,2.7867281186580657,267.0000000000001,1399.66,135.74,4616000,-0.019497848683968186
578,1.5668156627632939,0.6013145381212235,279,0.11070089030079544,56.9,0.996957169175148,3.5821610724925996,258.90000000000015,1396.48,134.89,4624000,-0.019833606076426803
579,1.2162730642849633,0.5753340816497803,279,0.09263831217773259,58.800000000000004,0.968805016875267,3.250259877443314,276.20000000000005,1413.73,140.61,4632000,-0.020841376918833702
580,1.3075931529660627,0.7068187814950943,279,0.13752107728272678,58.800000000000004,0.9928588247299195,3.639198668003082,279.3000000000001,1418.7,144.3,4640000,-0.00783903838513652
581,1.0361806907611453,0.5639361596107483,279,0.0889288165513426,59.9,1.0257510989904404,3.14655193567276,279.3000000000001,1420.4,147.32,4648000,-0.021877656780416147
582,0.9591759501128095,0.716892466545105,279,0.06761915342416615,58.800000000000004,1.0558619445562363,2.7667021584510803,279.3000000000001,1417.37,148.63,4656000,-0.01359774154436309
583,0.9265800487023707,0.6416082489490509,279,0.06750771256163716,56.9,0.9892259025573731,2.8987738847732545,291.80000000000007,1410.08,150.48,4664000,-0.024814768259529954
584,1.004360895960673,0.5976589345932006,279,0.06622730270493776,58.800000000000004,0.9651678764820099,2.764807424545288,280.1000000000002,1419.7,151.45,4672000,-0.013445572820928646
585,1.2602919046618866,0.7163851535320283,279,0.09768553947098553,58.800000000000004,0.9836557137966156,3.3126842093467714,284.60000000000014,1428.02,155.79,4680000,-0.008847995171672665
586,1.7532149713875114,0.6892927730083466,279,0.14617771845310926,59.9,1.0109228974580764,3.9515303277969362,283.30000000000007,1422.92,157.05,4688000,-0.03171315971972945
587,0.7986103124013553,0.6818411386013031,279,0.057208113428205254,58.800000000000004,1.022019784450531,2.5123508673906327,280.3,1420.48,154.46,4696000,-0.017222926252288745
588,1.5164774767051628,0.6607211744785308,279,0.11215721527114511,58.800000000000004,1.017819543480873,3.435537165403366,280.3,1424.43,152.22,4704000,-0.03899058036506176
589,1.2015512452642574,0.6330613780021668,279,0.06597442857921124,58.800000000000004,1.0080873829126358,2.8739127027988434,280.3,1414.24,151.56,4712000,-0.009601008657482453
590,1.1452185342913206,0.6603373348712921,279,0.09130048955790698,58.800000000000004,1.00997309923172,3.306255910396576,283.30000000000007,1414.95,156.06,4720000,-0.01858767605968751
591,1.632992040156622,0.6632157057523728,279,0.1349547437019646,58.800000000000004,0.9934061545133591,3.6521569621562957,283.30000000000007,1406.74,158.86,4728000,-0.026258682262559885
592,0.7956073301264953,0.7088261181116104,279,0.05196744820103049,56.7,0.9939024710655212,2.310080089569092,278.20000000000005,1399.34,154.79,4736000,-0.0269388394895941
593,0.97889847941082,0.6588976430892944,279,0.0767301790881902,59.400000000000006,0.9759826177358627,2.8847323954105377,278.20000000000005,1412.84,156.76,4744000,-0.01502466038626153
594,1.0048828344770053,0.6775939464569092,279,0.0853067556489259,60.3,0.9911180287599564,3.1958380377292634,264.5000000000001,1419.04,154.02,4752000,-0.024183434999577
595,0.8761447683255739,0.6947712767124176,279,0.05611792467068881,64.6,1.0116799342632294,2.5811358535289766,278.20000000000005,1430.21,156.27,4760000,-0.015062413812847808
596,1.0458980671697606,0.6872111350297928,279,0.07357962570153177,64.6,1.0143145656585693,2.9849113166332244,278.20000000000005,1426.16,153.78,4768000,-0.022701258021988906
597,1.2891229491584975,0.6862949568033219,279,0.10486864645034075,64.6,1.0385698264837264,3.1566949796676638,264.5000000000001,1421.61,151.21,4776000,-0.007640369462314993
598,0.8156509782545533,0.6786039227247238,279,0.05756108478643,60.3,1.0372920173406601,2.6074245393276216,264.5000000000001,1423.07,147.94,4784000,-0.01581830738694407
599,1.0903006594630709,0.5982863813638687,279,0.0817296861950308,60.3,1.0281736427545547,3.029092468619347,264.5000000000001,1417.02,147.87,4792000,-0.025064491887460464
600,1.1574873513468307,0.7371511858701706,279,0.09973844274878502,67.8,1.004180474281311,3.239315229654312,280.0,1442.92,153.41,4800000,-0.0175150010548532
601,1.4282554497052538,0.7232765978574753,279,0.1065018992498517,71.9,1.0188975870609283,3.4328503036499023,278.20000000000005,1446.77,151.51,4808000,-0.01910695617669262
602,0.9557308342174828,0.6654003328084945,279,0.07244907211046665,67.8,0.9974993002414704,2.7403199219703676,280.0,1432.05,152.79,4816000,-0.021780513150733895
603,1.9138762202997168,0.7470965927839279,279,0.18876666171010584,67.8,0.9615604203939437,4.119630266427993,280.6,1429.19,153.14,4824000,-0.00943695334426593
604,1.423621655298579,0.7275395387411118,279,0.1365699128061533,67.8,0.9852281993627549,3.7830068171024323,303.20000000000005,1446.95,154.41,4832000,-0.02433313098415965
605,0.9410385428159778,0.659286572933197,279,0.07092471697833388,71.9,0.9807125347852707,2.739202291369438,305.1,1453.09,159.18,4840000,-0.019170705515425653
606,1.6249696787832146,0.6807701587677002,279,0.13623784067109226,71.9,0.9611936324834823,3.8404448544979095,306.0,1442.65,161.6,4848000,-0.02815308502613334
607,1.0627827449633587,0.7024671244621277,279,0.0808919237088412,74.7,0.9671635335683822,2.9784665369987486,306.4,1457.58,170.02,4856000,-0.023018237586948088
608,0.9220156242213594,0.7699749493598937,279,0.06059874767437577,74.7,0.9504899227619171,2.5846710073947907,306.4,1462.17,170.11,4864000,-0.0035737685451749713
609,1.6674250016387662,0.6455321449041367,279,0.1448172728624195,76.0,0.9051604723930359,3.9318098974227906,306.0,1480.94,171.02,4872000,-0.027785074936691672
610,1.4942176457404717,0.721844379901886,279,0.1577079302817583,76.9,0.9584381347894668,4.041375379562378,310.9000000000001,1508.33,178.29,4880000,-0.018262411025352775
611,1.165080920847374,0.6576019454002381,279,0.09732060119975358,78.0,0.9760283297300338,3.1780686497688295,310.9000000000001,1505.73,182.73,4888000,-0.029953154291724786
612,1.283438935466985,0.7383501505851746,279,0.08863781754858792,78.0,0.964702759385109,3.160584236383438,310.9000000000001,1506.92,184.95,4896000,-0.019506552192615344
613,1.4063535379326726,0.7492857182025909,279,0.11195349450688809,80.7,1.008696687221527,3.221916571855545,319.20000000000005,1511.03,188.9,4904000,-0.023449404304628843
614,1.0634964438322703,0.6969428706169128,279,0.08111427804455161,82.8,0.993657950758934,2.938099457025528,319.20000000000005,1518.52,190.07,4912000,-0.019145458514103667
615,1.3106106292936937,0.7100420928001404,279,0.13245895381551237,80.7,1.0002823269367218,3.7765358656644823,310.9000000000001,1513.41,190.99,4920000,-0.03268652265964192
616,1.2312610676812301,0.6947985476255417,279,0.10463438449427485,85.2,1.0132583397626878,3.494701861143112,314.5,1519.81,195.08,4928000,-0.028206986414734275
617,1.1855282481460627,0.7631884610652924,279,0.08199875440448523,86.89999999999999,0.9859841519594192,3.062198839187622,314.5,1530.27,198.34,4936000,-0.017312377187772655
618,1.0690120883679255,0.6283073037862777,279,0.09685786976478994,77.9,1.0115297108888626,3.080466351509094,314.5,1518.69,194.28,4944000,-0.036743524633347985
619,1.1445786970780611,0.6861508285999298,279,0.08680207411292941,77.0,0.9819974416494369,3.0295490050315856,309.5,1517.27,193.84,4952000,-0.013607489247115155
620,0.9449932561744177,0.7143375891447067,279,0.07659565553069114,77.0,1.003902068734169,2.815052917003632,309.5,1511.93,193.46,4960000,-0.01249077257933095
621,1.3296655509868385,0.7483023452758789,279,0.11156537005212158,80.60000000000001,0.997616702914238,3.4416344356536865,309.5,1523.2,195.9,4968000,-0.03466439224313945
622,0.9016051736393876,0.6819749873876572,279,0.06067474456503987,80.60000000000001,0.986641948223114,2.644191086888313,306.0,1518.06,190.8,4976000,-0.01491072212200379
623,1.6278222052463047,0.7029802006483078,279,0.14566843126900494,77.0,0.9459409040212631,3.8103057277202605,295.20000000000016,1512.74,190.18,4984000,-0.039295711719896646
624,1.449335384618357,0.7243144690990448,279,0.10903644576668739,77.0,0.9603821855783462,3.5123572373390197,295.20000000000016,1519.43,188.13,4992000,-0.02447416810435243
625,1.1999428600499629,0.616318354010582,279,0.09875066327862442,77.0,1.013316141963005,3.4124386775493623,293.1,1535.19,189.48,5000000,-0.03946608205558732
626,0.8364164816831899,0.7321002650260925,279,0.05855249949265271,77.0,1.004746167063713,2.522877346277237,288.3,1526.54,181.03,5008000,-0.0038780668096296722
627,0.7497234612536525,0.7214228689670563,279,0.044542072336189446,77.0,0.9881439220905304,2.2779863715171813,288.3,1521.08,180.34,5016000,-0.013180052004754543
628,1.6231077255352104,0.7056196957826615,279,0.11039851273410023,77.0,0.950088467001915,3.686788510084152,288.3,1516.74,178.58,5024000,-0.030620274308457738
629,1.4024617891237068,0.7300509357452393,279,0.09804217590019107,77.0,0.9589108568429947,3.305209741592407,280.80000000000007,1512.43,175.33,5032000,-0.0327237861265894
630,0.8340338550234544,0.7106423991918563,279,0.044407644593156874,77.0,0.998014721274376,2.2159374451637266,280.80000000000007,1516.08,173.22,5040000,-0.01593724370293785
631,1.2044236682430465,0.681659991145134,279,0.10637935088947416,69.7,0.9861547011137008,3.2308204525709154,278.1,1497.81,165.92,5048000,-0.01899199656676501
632,0.8543044618615707,0.7414810901880264,279,0.0550078236637637,69.7,1.0177007842063903,2.513487162590027,278.0,1497.21,161.95,5056000,-0.016381399868405425
633,0.8639936303503917,0.603029135465622,279,0.0657127336366102,66.60000000000001,1.033439303636551,2.608941405415535,278.0,1499.09,162.44,5064000,-0.013027187968764337
